product_name,matched_category_id,confidence,match_status
12英寸CMP设备,,0.0000,NO_MATCH
12英寸CMP设备研发样机,,0.0000,NO_MATCH
12英寸LTCC基板,,0.0000,NO_MATCH
12英寸Micro OLED硅基微显示芯片,,0.0000,NO_MATCH
12英寸晶圆,,0.0000,NO_MATCH
12英寸晶圆AR衍射光波导产品,,0.0000,NO_MATCH
12英寸硅基氮化镓外延产品,,0.0000,NO_MATCH
12英寸硅片,,0.0000,NO_MATCH
12英寸集成电路芯片,26945,0.3125,LOW_CONFIDENCE
12路摄像头,,0.0000,NO_MATCH
12通道半桥驱动器,,0.0000,NO_MATCH
13000m3LNG B型燃料舱,,0.0000,NO_MATCH
130米LNG新能源运输船,,0.0000,NO_MATCH
135寸4K+无缝拼接Micro-LED大屏,,0.0000,NO_MATCH
135英寸Micro-LED商用显示屏,26663,0.3043,LOW_CONFIDENCE
138英寸,,0.0000,NO_MATCH
13价肺炎球菌多糖结合疫苗（破伤风类毒素/白喉类毒素）,,0.0000,NO_MATCH
13价肺炎疫苗,,0.0000,NO_MATCH
14.5英寸Micro-LED拼接屏,26663,0.3182,LOW_CONFIDENCE
15.05英寸OLED滑移中控屏,,0.0000,NO_MATCH
15.6英寸2.5K中控屏,,0.0000,NO_MATCH
15.6英寸向日葵屏,,0.0000,NO_MATCH
15.6英寸智能后排娱乐屏,,0.0000,NO_MATCH
1500V 350kW系列组串式逆变器,,0.0000,NO_MATCH
1500V/600A-PACK超高精度智能测试系统（电源柜）,,0.0000,NO_MATCH
1500V主动均衡BMS,,0.0000,NO_MATCH
150kW超高功率超大面光纤激光切割机,,0.0000,NO_MATCH
150吨级GENMA MHC,,0.0000,NO_MATCH
150纳米超高容产品,,0.0000,NO_MATCH
1530@6inch晶圆级产品,,0.0000,NO_MATCH
1580热轧卷板,,0.0000,NO_MATCH
15万吨/日泵站,,0.0000,NO_MATCH
16.1英寸中控屏,,0.0000,NO_MATCH
16.6MW漂浮式风机,,0.0000,NO_MATCH
1600TEU支线型箱船,,0.0000,NO_MATCH
1600m3水平式三联罐,,0.0000,NO_MATCH
160度+大电量,,0.0000,NO_MATCH
163英寸矩阵式产品,,0.0000,NO_MATCH
16Cr3NiWMoVNbE,,0.0000,NO_MATCH
16MW漂浮式风机,,0.0000,NO_MATCH
16x4 300 MHz 50ΩSMB PXI/PXIe射频矩阵,,0.0000,NO_MATCH
16米T梁,,0.0000,NO_MATCH
1700V GWB模块,,0.0000,NO_MATCH
1800MHz滤波器,,0.0000,NO_MATCH
180VS天井钻机,,0.0000,NO_MATCH
182-NN型TOPCon电池,,0.0000,NO_MATCH
182半片HJT电池,,0.0000,NO_MATCH
182组件系列,,0.0000,NO_MATCH
18Ni系列,,0.0000,NO_MATCH
18吨洗扫车,,0.0000,NO_MATCH
18寸越野轮毂,,0.0000,NO_MATCH
18英寸双五辐轮圈,,0.0000,NO_MATCH
18英寸星辰之翼静音舒适轮辋,,0.0000,NO_MATCH
192线激光雷达,,0.0000,NO_MATCH
19万吨双燃料动力好望角型散货船,,0.0000,NO_MATCH
19片2吋石墨基座,,0.0000,NO_MATCH
19米交通艇,,0.0000,NO_MATCH
1C储能变流器PCS,,0.0000,NO_MATCH
1C储能系统,,0.0000,NO_MATCH
1D可寻址VCSEL,,0.0000,NO_MATCH
1E规格RV减速机,,0.0000,NO_MATCH
1MW单机设备,,0.0000,NO_MATCH
1P电池组簇液冷技术,,0.0000,NO_MATCH
1P高能效长寿命大容量电芯,,0.0000,NO_MATCH
1TB UFS3.1,,0.0000,NO_MATCH
1U微服务器,,0.0000,NO_MATCH
1mm MEMS振镜,23090,0.3571,LOW_CONFIDENCE
1xnm NAND,21416,0.3125,LOW_CONFIDENCE
2%D-生物素,,0.0000,NO_MATCH
